nom,nom_arabe,nom_berbere,type_etablissement,ville,adresse,adresse_arabe,telephone,site_web,note,nombre_avis,statut_ouverture,latitude,longitude,url_google_maps,terme_recherche,photos_count,langues_detectees,date_extraction,horaires_ouverture,avis_recents,services
Dr Amine Benjelloun - pédopsychiatre à Casablanca,,,Pédopsychiatre,Amalou Ighriben,"68 Bd Abdellatif Ben Kaddour, Casablanca 20100",,+2125229-45022,https://www.google.com/url?q=http://www.aminebenjelloun.ma/&opi=79508299&sa=U&ved=0ahUKEwi-m_mIpqiOAxVqNPsDHTpfCVgQ61gIEigO&usg=AOvVaw18xRV3V2n0sNSXNlTHKhef,"3,8",64,,33.5913964,-7.6437767,https://www.google.com/maps/place/Dr+Amine+Benjelloun+-+p%C3%A9dopsychiatre+%C3%A0+Casablanca/data=!4m7!3m6!1s0xda7d31cf4ac10dd:0xbfce7c01f0d7fd50!8m2!3d33.5913964!4d-7.6437767!16s%2Fg%2F11h1l04ptz!19sChIJ3RCs9BzTpw0RUP3X8AF8zr8?authuser=0&hl=fr&rclk=1,مستشفى نفسي,0,francais,2025-07-06T14:05:35.775120,{},[],[]
Psychologue Salma Ouazzani Taybi,,,Psychologue,Amalou Ighriben,"Immeuble Wassia , 3ème étage , bureau n10, Immeuble au dessus de Macdonalds, Rue Cadi Iyass, Casablanca 20300",,,https://www.google.com/url?q=https://www.salmaouazzanitaybi.com/&opi=79508299&sa=U&ved=0ahUKEwiTmvKgpqiOAxV_fKQEHZ0rJQEQ61gIEigO&usg=AOvVaw3sXOJOWeNx2F3K3i6pXQbk,"4,9",38,Fermé ⋅ Ouvre à 08:30 lun.,33.5857299,-7.6348584,https://www.google.com/maps/place/Psychologue+Salma+Ouazzani+Taybi/data=!4m7!3m6!1s0x64e621657eeae993:0x1f2dfce69b2fc356!8m2!3d33.5857299!4d-7.6348584!16s%2Fg%2F11s60gwz1p!19sChIJk-nqfmUh5mQRVsMvm-b8LR8?authuser=0&hl=fr&rclk=1,عيادة نفسية,0,francais,2025-07-06T14:06:26.769083,{},[],[]
Contre Al amal,,,Centre aéré et de loisirs pour enfants,Amalou Ighriben,1ER ETG، LOTIS ENNASSIM 3 N 1، 24000,، ،,+212681-164455,,"4,5",4,Fermé ⋅ Ouvre à 09:00 lun.,33.238869,-8.5233574,https://www.google.com/maps/place/Contre+Al+amal/data=!4m7!3m6!1s0xda91d6a5e2f623f:0xd6da556c8c0aa6b0!8m2!3d33.238869!4d-8.5233574!16s%2Fg%2F11n25ft9qk!19sChIJP2IvXmodqQ0RsKYKjGxV2tY?authuser=0&hl=fr&rclk=1,مركز الصحة النفسية,0,francais,2025-07-06T14:07:20.613409,{},[],[]
الدكتورة مريم بوسلهام,الدكتورة مريم بوسلهام,,Psychiatre,Amalou Ighriben,,,+2125233-23335,,,,Fermé ⋅ Ouvre à 09:00 lun.,31.8008346,-7.1506879,https://www.google.com/maps/place/%D8%A7%D9%84%D8%AF%D9%83%D8%AA%D9%88%D8%B1%D8%A9+%D9%85%D8%B1%D9%8A%D9%85+%D8%A8%D9%88%D8%B3%D9%84%D9%87%D8%A7%D9%85%E2%80%AD/data=!4m7!3m6!1s0xad94da674c43ec09:0xc65789766723918b!8m2!3d31.8008346!4d-7.1506879!16s%2Fg%2F11wg7w4hkd!19sChIJCexDTGfalK0Ri5EjZ3aJV8Y?authuser=0&hl=fr&rclk=1,طبيب نفساني,0,arabe|francais,2025-07-06T14:08:12.705541,{},[],[]
AMAL Benazzouz du Centre Psycho Educatif,,,Médecin,Amalou Ighriben,"39 Boulevard Bir Anzarane, Casablanca",,+212659-874133,,"2,8",9,,33.5811245,-7.637856,https://www.google.com/maps/place/AMAL+Benazzouz+du+Centre+Psycho+Educatif/data=!4m7!3m6!1s0xda7d2c18e516829:0x767b9f304a17cb88!8m2!3d33.5811245!4d-7.637856!16s%2Fg%2F11c2jxqy_d!19sChIJKWhRjsHSpw0RiMsXSjCfe3Y?authuser=0&hl=fr&rclk=1,معالج نفسي,0,francais,2025-07-06T14:09:06.027792,{},[],[]
Marché Amalou,,,Marché,Amalou Ighriben,"Unnamed Road, Khénifra",,,,"3,8",33,,32.9401391,-5.6523146,https://www.google.com/maps/place/March%C3%A9+Amalou/data=!4m7!3m6!1s0xda22b710013c8e9:0x83dce0ca4980a6e8!8m2!3d32.9401391!4d-5.6523146!16s%2Fg%2F11pqshrxny!19sChIJ6cgTAHErog0R6KaAScrg3IM?authuser=0&hl=fr&rclk=1,ⴰⵎⴰⵙⵙⴰⵏ ⵏ ⵓⵙⴰⵏ,0,francais,2025-07-06T14:11:19.236192,{},[],[]
Amalou Irhzifene,,,Ridge,Amalou Ighriben,,,,,,,,32.3652778,-6.2313889,https://www.google.com/maps/place/Amalou+Irhzifene/data=!4m7!3m6!1s0xda39ab6bdbe9309:0x4b19d016c395d803!8m2!3d32.3652778!4d-6.2313889!16s%2Fg%2F11c5bjtz_d!19sChIJCZO-vbaaow0RA9iVwxbQGUs?authuser=0&hl=fr&rclk=1,ⴰⵎⴰⵙⵙⴰⵏ ⵏ ⵜⴷⵓⴽⵜⵓⵔ,0,francais,2025-07-06T14:12:06.947476,{},[],[]
Al Amal Clinique,,,Hôpital,Amalou Ighriben,"Av. des Forces Auxiliaires, Casablanca 20670",,+212600-696658,,"2,1",55,Ouvert 24h/24,33.572547,-7.5532904,https://www.google.com/maps/place/Al+Amal+Clinique/data=!4m7!3m6!1s0xda7cde441aa4663:0x1ab17da706aa3657!8m2!3d33.572547!4d-7.5532904!16s%2Fg%2F11fsjmjhr9!19sChIJY0aqQeTNpw0RVzaqBqd9sRo?authuser=0&hl=fr&rclk=1,مصحة نفسية,0,francais,2025-07-06T14:13:35.583859,{},[],[]
Cabinet de Psychiatrie Dr. Abdelaziz El Mouddene,,,Psychiatre,Amizmiz,"1er étage, Bureau №3, Centre d'affaire Al Massira, Al Massira 1C, Av. Al Kantara, Marrakech 40140",,+212666-127472,,"4,6",44,Fermé ⋅ Ouvre à 09:00 lun.,31.6344189,-8.0603621,https://www.google.com/maps/place/Cabinet+de+Psychiatrie+Dr.+Abdelaziz+El+Mouddene/data=!4m7!3m6!1s0xdafe9a8e7b34cc9:0x31a34df9d6ba3cab!8m2!3d31.6344189!4d-8.0603621!16s%2Fg%2F11sd_zlf8b!19sChIJyUyz56jprw0Rqzy61vlNozE?authuser=0&hl=fr&rclk=1,psychiatre,0,francais,2025-07-06T14:15:32.523191,{},[],[]
Thérapie psycho-énergétique NATHALIEMIEUXETRE,,,Psychothérapeute,Amizmiz,"Douar Lain km 17 route Amizmiz Tameslohte, Marrakech 42312",,+212675-328356,https://www.google.com/url?q=https://nathaliemieuxetre.com/&opi=79508299&sa=U&ved=0ahUKEwj2_rG9qKiOAxUBRvEDHQZcLkgQ61gIEigO&usg=AOvVaw0wjYpob_AdEK52Z1vuXfQ4,"5,0",9,,31.4810073,-8.0760228,https://www.google.com/maps/place/Th%C3%A9rapie+psycho-%C3%A9nerg%C3%A9tique+NATHALIEMIEUXETRE/data=!4m7!3m6!1s0xdafe709f693af57:0x1b4ffe35c7e4d669!8m2!3d31.4810073!4d-8.0760228!16s%2Fg%2F11l1dh9k63!19sChIJV6-T9gnnrw0RadbkxzX-Txs?authuser=0&hl=fr&rclk=1,psychologue,0,francais,2025-07-06T14:16:24.546113,{},[],[]
Hôpital Amizmiz,,,Hôpital,Amizmiz,"6Q98+HM6, Amizmiz",,+2125377-61121,https://www.google.com/url?q=http://www.sante.gov.ma/&opi=79508299&sa=U&ved=0ahUKEwi08_T0qKiOAxWWSfEDHTfYIL8Q61gIEigO&usg=AOvVaw3gYapZL-EcZpuZACnVqKfz,"3,1",8,Fermé ⋅ Ouvre à 08:30 lun.,31.2189136,-8.2333464,https://www.google.com/maps/place/H%C3%B4pital+Amizmiz/data=!4m7!3m6!1s0xdb0248f9ef0dbe5:0xfc6089a3c348b39!8m2!3d31.2189136!4d-8.2333464!16s%2Fg%2F1hm5km_22!19sChIJ5dvwno8ksA0ROYs0PJoIxg8?authuser=0&hl=fr&rclk=1,hôpital psychiatrique,3,francais,2025-07-06T14:18:22.018549,{},[],[]
signedby7mida,,,Hôpital psychiatrique,Amizmiz,"115 Derb Aghrab, Marrakesh 40000",,,,"5,0",2,,31.6283015,-7.9776254,https://www.google.com/maps/place/signedby7mida/data=!4m7!3m6!1s0xdafef005b548393:0xe9c7840ea6d1ad8a!8m2!3d31.6283015!4d-7.9776254!16s%2Fg%2F11vs68rhpn!19sChIJk4NUWwDvrw0Riq3Rpg6Ex-k?authuser=0&hl=fr&rclk=1,clinique psychiatrique,0,francais,2025-07-06T14:19:17.121083,{},[],[]
Dr Mina SATLI psychiatre - psychothérapeute,,,Psychiatre,Amizmiz,"5éme Etage, Résidence Amitaf-A, N°19 Av. Yacoub El Mansour, Marrakech 40000",,+2125244-57048,,"4,8",51,Fermé ⋅ Ouvre à 09:00 lun.,31.6374416,-8.0104497,https://www.google.com/maps/place/Dr+Mina+SATLI+psychiatre+-+psychoth%C3%A9rapeute/data=!4m7!3m6!1s0xdafef9196b4169f:0x3e25218b6fca2275!8m2!3d31.6374416!4d-8.0104497!16s%2Fg%2F11y2l496lq!19sChIJnxa0lpHvrw0RdSLKb4shJT4?authuser=0&hl=fr&rclk=1,centre santé mentale,0,francais,2025-07-06T14:20:02.725420,{},[],[]
CENTRE HASDI de Rééducation et de Réadaptaion Fonctionnelles,,,Kinésithérapeute,Amizmiz,"45 Rue Rahal Ben Ahmed Appt n° 2 Guéliz, RDC, Marrakech 40000",,+212642-999125,,"5,0",9,Fermé ⋅ Ouvre à 09:00 lun.,31.6403373,-8.0177547,https://www.google.com/maps/place/CENTRE+HASDI+de+R%C3%A9%C3%A9ducation+et+de+R%C3%A9adaptaion+Fonctionnelles/data=!4m7!3m6!1s0xdafee9a41206ba3:0x7fdf8cf093c01baf!8m2!3d31.6403373!4d-8.0177547!16s%2Fg%2F11b7l79ysl!19sChIJo2sgQZrurw0RrxvAk_CM338?authuser=0&hl=fr&rclk=1,centre réhabilitation,0,francais,2025-07-06T14:20:48.583919,{},[],[]
Cabinet de psychologie Oumaima Choudane,,,Psychologue,Amizmiz,"n 16, La citrine A, imm 6 Rte de Safi, Marrakech",,+212614-381817,,"4,6",14,,31.6578369,-8.0228505,https://www.google.com/maps/place/Cabinet+de+psychologie+Oumaima+Choudane/data=!4m7!3m6!1s0xdafed898fd83eb7:0xc2ac5de4b7ad65c1!8m2!3d31.6578369!4d-8.0228505!16s%2Fg%2F11lf8zqlhy!19sChIJtz7Yj4ntrw0RwWWtt-RdrMI?authuser=0&hl=fr&rclk=1,thérapeute,0,francais,2025-07-06T14:21:39.099116,{},[],[]
"Dr. SAK Hassnaa Psychiatre, psychothérapeute et addictologue",,,Médecin,Amizmiz,"centre d’affaires al anouar, Bureau 37, Marrakech",,+2125243-05993,https://www.google.com/url?q=https://www.facebook.com/profile.php%3Fid%3D61551979452481&opi=79508299&sa=U&ved=0ahUKEwiigPHrqaiOAxWzVPEDHTKHEnMQ61gIFCgQ&usg=AOvVaw1Zi7niGDnKBzFE75_30pm7,"4,9",40,Fermé ⋅ Ouvre à 09:00 lun.,31.6562503,-8.00428,"https://www.google.com/maps/place/Dr.+SAK+Hassnaa+Psychiatre,+psychoth%C3%A9rapeute+et+addictologue/data=!4m7!3m6!1s0xdafed00283d9dfb:0x3d26195c657cc9c0!8m2!3d31.6562503!4d-8.00428!16s%2Fg%2F11vjxtz8kk!19sChIJ-509KADtrw0RwMl8ZVwZJj0?authuser=0&hl=fr&rclk=1",addictologue,3,francais,2025-07-06T14:22:31.329632,{},[],[]
DR ABELKASSEM LHABIB PSYCHIATRE PSYCHOTHÉRAPEUTE MARRAKECH,,,Psychiatre,Amizmiz,"Rue du Lieutenant Lamure, Marrakesh 40000",,+2125244-30601,,"4,1",62,Fermé ⋅ Ouvre à 09:00 lun.,31.6391101,-8.0202723,https://www.google.com/maps/place/DR+ABELKASSEM+LHABIB+PSYCHIATRE+PSYCHOTH%C3%89RAPEUTE+MARRAKECH/data=!4m7!3m6!1s0xdafef09c5f4b2e3:0xe9254ebe896bbf25!8m2!3d31.6391101!4d-8.0202723!16s%2Fg%2F11gl0zdwhm!19sChIJ47L0xQnvrw0RJb9rib5OJek?authuser=0&hl=fr&rclk=1,طبيب نفسي,0,francais,2025-07-06T14:23:20.734577,{},[],[]
Zakaria AMAKHCHOUNE,,,Psychologue,Amizmiz,"Fares Medical Center, No 205, LOT, Marrakech 40100",,+2125243-58983,,"5,0",8,Fermé ⋅ Ouvre à 09:00 lun.,31.6639704,-8.0294726,https://www.google.com/maps/place/Zakaria+AMAKHCHOUNE/data=!4m7!3m6!1s0xdafed6e39bbf3d3:0x65d7bf4229c6b139!8m2!3d31.6639704!4d-8.0294726!16s%2Fg%2F11s5mdt7r1!19sChIJ0_O7OW7trw0RObHGKUK_12U?authuser=0&hl=fr&rclk=1,عيادة نفسية,0,francais,2025-07-06T14:26:07.190074,{},[],[]
مركز الأقصى للحجامة,مركز الأقصى للحجامة,,Service de santé mentale,Amizmiz,"Marrakech Atlas، BP 24494, Marrakesh 40160",،,+212777-322933,,"5,0",2,,31.5941194,-8.0524987,https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%A7%D9%84%D8%A3%D9%82%D8%B5%D9%89+%D9%84%D9%84%D8%AD%D8%AC%D8%A7%D9%85%D8%A9%E2%80%AD/data=!4m7!3m6!1s0xdafe9107628aa33:0xac6829d3e051af9!8m2!3d31.5941194!4d-8.0524987!16s%2Fg%2F11y1t94xld!19sChIJM6oodhDprw0R-RoFPp2Cxgo?authuser=0&hl=fr&rclk=1,مركز الصحة النفسية,0,arabe|francais,2025-07-06T14:26:55.496321,{},[],[]
Dr. BELMOUKARI Hajar psychiatre-psychothérapeute,,,Cabinet médical,Amizmiz,"3ème étage, Hay massira 1 A-Imm.79, Appart N°4, Marrakech",,+2125243-43389,https://www.google.com/url?q=https://www.facebook.com/profile.php%3Fid%3D61551523964497%26mibextid%3DZbWKwL&opi=79508299&sa=U&ved=0ahUKEwjqs-SAq6iOAxW9VvEDHYsXDDgQ61gIFCgQ&usg=AOvVaw1P38uAMvUr_UABlcOiELuz,"5,0",102,Fermé ⋅ Ouvre à 08:30 lun.,31.6334179,-8.0554205,https://www.google.com/maps/place/Dr.+BELMOUKARI+Hajar+psychiatre-psychoth%C3%A9rapeute/data=!4m7!3m6!1s0xdafe9bbce13f283:0xb1836e3571c35dc9!8m2!3d31.6334179!4d-8.0554205!16s%2Fg%2F11vdwbj3n5!19sChIJg_ITzrvprw0RyV3DcTVug7E?authuser=0&hl=fr&rclk=1,طبيب نفساني,0,francais,2025-07-06T14:27:40.498764,{},[],[]
Dr MEZIANE Souad,,,Psychiatre,Amizmiz,"Espace Assafwa Angle Bd Allal El Fassi &, Av. Yacoub El Mansour, Marrakech 40000",,+2125243-14841,https://www.google.com/url?q=http://www.dabadoc.com/&opi=79508299&sa=U&ved=0ahUKEwjBj_KXq6iOAxUVVPEDHUE_F5IQ61gIFCgQ&usg=AOvVaw1GwW9Fq0c_CLsDy1CLy4gt,"4,0",47,Fermé ⋅ Ouvre à 10:00 lun.,31.6406911,-7.9997658,https://www.google.com/maps/place/Dr+MEZIANE+Souad/data=!4m7!3m6!1s0xdafef348263a03b:0x843613734a81e733!8m2!3d31.6406911!4d-7.9997658!16s%2Fg%2F11sm8yw_3g!19sChIJO6BjgjTvrw0RM-eBSnMTNoQ?authuser=0&hl=fr&rclk=1,معالج نفسي,0,francais,2025-07-06T14:28:31.277673,{},[],[]
Centre Amizmiz,,,Arrêt de bus,Amizmiz,Amizmiz,,,,"5,0",2,,31.216926,-8.234474,https://www.google.com/maps/place/Centre+Amizmiz/data=!4m7!3m6!1s0xdb0248fce4dea81:0x984338971b2d8ec1!8m2!3d31.216926!4d-8.234474!16s%2Fg%2F11hbk5ht91!19sChIJgepNzo8ksA0RwY4tG5c4Q5g?authuser=0&hl=fr&rclk=1,مركز التأهيل,7,francais,2025-07-06T14:29:20.811967,{},[],[]
Dr Imane BENHIMA Psychiatre طبيبة نفسانية,طبيبة نفسانية,,Psychiatre,Amizmiz,"Av. 4ème D.M.M., Marrakech",,+2125244-22224,,"4,1",145,Fermé ⋅ Ouvre à 09:00 lun.,31.6408992,-8.0275995,https://www.google.com/maps/place/Dr+Imane+BENHIMA+Psychiatre+%D8%B7%D8%A8%D9%8A%D8%A8%D8%A9+%D9%86%D9%81%D8%B3%D8%A7%D9%86%D9%8A%D8%A9%E2%80%AD/data=!4m7!3m6!1s0xdafeea2561984cf:0xd9d2bdd0a8d20e6d!8m2!3d31.6408992!4d-8.0275995!16s%2Fg%2F11c1t5k5rv!19sChIJz4QZVqLurw0RbQ7SqNC90tk?authuser=0&hl=fr&rclk=1,دكتور نفسي,0,arabe|francais,2025-07-06T14:32:52.890065,{},[],[]
Cabinet Dr Aoukaili Bouchra : Psychiatre Psychothérapeute طبيبة نفسية : د. عقيلي بشرى,طبيبة نفسية د عقيلي بشرى,,Psychiatre,Aoufous,"95, boulevard anoual et angle rue tabit bnou korra, Résidence ismailia 3eme etage N :33, Station tramway hermitage, Casablanca",,+2125228-65290,,"4,3",59,Fermé ⋅ Ouvre à 09:00 lun.,33.5696829,-7.6193353,https://www.google.com/maps/place/Cabinet+Dr+Aoukaili+Bouchra+:+Psychiatre+Psychoth%C3%A9rapeute+%D8%B7%D8%A8%D9%8A%D8%A8%D8%A9+%D9%86%D9%81%D8%B3%D9%8A%D8%A9+:+%D8%AF.+%D8%B9%D9%82%D9%8A%D9%84%D9%8A+%D8%A8%D8%B4%D8%B1%D9%89%E2%80%AD/data=!4m7!3m6!1s0xda7d39a9cdffd8b:0xc76711098625f547!8m2!3d33.5696829!4d-7.6193353!16s%2Fg%2F11tnc2dldn!19sChIJi_3fnJrTpw0RR_UlhgkRZ8c?authuser=0&hl=fr&rclk=1,psychiatre,0,arabe|francais,2025-07-06T14:36:51.452018,{},[],[]
Ferdaous Eddhimine,,,Psychologue,Aoufous,"N 20, Rés farhatayne 8, Boulevard mohamed bouziane, Casablanca 20670",,+212669-249097,,"5,0",28,Fermé ⋅ Ouvre à 09:00 lun.,33.5627335,-7.5588973,https://www.google.com/maps/place/Ferdaous+Eddhimine/data=!4m7!3m6!1s0xda633717f3df40d:0x38cda3324037ac0e!8m2!3d33.5627335!4d-7.5588973!16s%2Fg%2F11ks1psxhn!19sChIJDfQ9f3Ezpg0RDqw3QDKjzTg?authuser=0&hl=fr&rclk=1,psychologue,0,francais,2025-07-06T14:37:42.418631,{},[],[]
Hôpital Psychiatrique,,,Définitivement fermé,Aoufous,"rue N:1,N:3 hay chaaba,ERRACHIDIA،",،,+212707-355018,,,,Définitivement fermé,31.9415848,-4.4209941,https://www.google.com/maps/place/H%C3%B4pital+Psychiatrique/data=!4m7!3m6!1s0xd984b7346a28803:0x9fae27114f860531!8m2!3d31.9415848!4d-4.4209941!16s%2Fg%2F11gyd3s4d2!19sChIJA4iiRnNLmA0RMQWGTxEnrp8?authuser=0&hl=fr&rclk=1,clinique psychiatrique,0,francais,2025-07-06T14:42:04.381291,{},[],[]
SAFAA EZZONFARI Psychologue Clinicienne et Psychothérapeute,,,Psychothérapeute,Aoufous,"H9QW+9FQ Mokawama center (à côté restaurant goodbite, Bd de la Résistance, Casablanca 20250",,+212661-088244,,"5,0",5,Fermé ⋅ Ouvre à 09:00 lun.,33.5884747,-7.6037722,https://www.google.com/maps/place/SAFAA+EZZONFARI+Psychologue+Clinicienne+et+Psychoth%C3%A9rapeute/data=!4m7!3m6!1s0xda7cd0051b12829:0x9524eeae3fb372d5!8m2!3d33.5884747!4d-7.6037722!16s%2Fg%2F11lp1mpdz2!19sChIJKSixUQDNpw0R1XKzP67uJJU?authuser=0&hl=fr&rclk=1,thérapeute,0,francais,2025-07-06T14:45:44.907387,{},[],[]
Centre Ourhou,,,Définitivement fermé,Aoufous,"129 rue laarbi ben Ahmed albnay, tahmidant, Rich 52400",,+212707-188639,,,,Définitivement fermé,32.2555685,-4.4979711,https://www.google.com/maps/place/Centre+Ourhou/data=!4m7!3m6!1s0xd98570d34f0950d:0x17cdece8c0a26166!8m2!3d32.2555685!4d-4.4979711!16s%2Fg%2F11qpsywrj_!19sChIJDZXwNA1XmA0RZmGiwOjszRc?authuser=0&hl=fr&rclk=1,addictologue,0,francais,2025-07-06T14:46:36.282634,{},[],[]
مركز مكافحة الادمان,مركز مكافحة الادمان,,Centre d'information,Aoufous,"8Q97+PHG, Av. Imam Ali, Safi",,,,"5,0",3,,32.3193018,-9.2360322,https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D9%85%D9%83%D8%A7%D9%81%D8%AD%D8%A9+%D8%A7%D9%84%D8%A7%D8%AF%D9%85%D8%A7%D9%86%E2%80%AD/data=!4m7!3m6!1s0xdac213a0f3dc315:0xb96222197df61c55!8m2!3d32.3193018!4d-9.2360322!16s%2Fg%2F11vljnwyc4!19sChIJFcM9DzohrA0RVRz2fRkiYrk?authuser=0&hl=fr&rclk=1,مركز علاج الإدمان,0,arabe|francais,2025-07-06T14:48:47.867782,{},[],[]
Hospital alquods,,,Hôpital,Aoufous,"WGPX+WGV, Errachidia",,,,"1,8",1,,31.9373702,-4.4512117,https://www.google.com/maps/place/Hospital+alquods/data=!4m7!3m6!1s0xd984bc31b30c64d:0x667af0c691514e33!8m2!3d31.9373702!4d-4.4512117!16s%2Fg%2F11j1j0vj9l!19sChIJTcYwG8NLmA0RM05RkcbwemY?authuser=0&hl=fr&rclk=1,مستشفى نفسي,0,francais,2025-07-06T14:49:40.732080,{},[],[]
الراشدية,الراشدية,,Psychothérapeute,Aoufous,"WHF8+5GP, Errachidia",,,,"3,0",2,,31.9229606,-4.4336669,https://www.google.com/maps/place/%D8%A7%D9%84%D8%B1%D8%A7%D8%B4%D8%AF%D9%8A%D8%A9%E2%80%AD/data=!4m7!3m6!1s0xd984b007b0c857b:0x284163c7e8e9e698!8m2!3d31.9229606!4d-4.4336669!16s%2Fg%2F11wwv234yc!19sChIJe4UMewBLmA0RmObp6MdjQSg?authuser=0&hl=fr&rclk=1,عيادة نفسية,2,arabe,2025-07-06T14:50:25.437606,{},[],[]
Centre d'aide sociale pour enfants autistes,,,Psychologue pour enfants,Aoufous,"WH77+2QF, Errachidia",,,,"3,0",3,,31.912559,-4.4355774,https://www.google.com/maps/place/Centre+d%27aide+sociale+pour+enfants+autistes/data=!4m7!3m6!1s0xd983500238c0a8d:0x62091630110c512!8m2!3d31.912559!4d-4.4355774!16s%2Fg%2F11yc072qtc!19sChIJjQqMIwA1mA0REsUQAWORIAY?authuser=0&hl=fr&rclk=1,مركز الصحة النفسية,4,francais,2025-07-06T14:51:14.356294,{},[],[]
Cabinet métamorphose de psychothérapie - عيادة ميتامورفوز للعلاج النفسي,عيادة ميتامورفوز للعلاج النفسي,,Psychologue,Aoufous,"Lotis IBN BATOUTA, Cabinet Métamorphose de psychothérapie APPT N°02 IMMB 01, Safi 46000",,+212687-841903,,"4,8",28,Fermé ⋅ Ouvre à 08:30 lun.,32.2953147,-9.2277659,https://www.google.com/maps/place/Cabinet+m%C3%A9tamorphose+de+psychoth%C3%A9rapie+-+%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D9%85%D9%8A%D8%AA%D8%A7%D9%85%D9%88%D8%B1%D9%81%D9%88%D8%B2+%D9%84%D9%84%D8%B9%D9%84%D8%A7%D8%AC+%D8%A7%D9%84%D9%86%D9%81%D8%B3%D9%8A%E2%80%AD/data=!4m7!3m6!1s0xdac217607995f11:0xd6818d141325b1d4!8m2!3d32.2953147!4d-9.2277659!16s%2Fg%2F11m31yvq1d!19sChIJEV-ZB3YhrA0R1LElExSNgdY?authuser=0&hl=fr&rclk=1,مركز طبي نفسي,0,arabe|francais,2025-07-06T14:59:27.388970,{},[],[]
Dr marzouki fatima ezzahra,,,Psychiatre,Aoulouz,"Résidence rym, 8 Bd Mohamed Zefzaf, Casablanca",,+2125221-10367,,"3,6",27,Fermé ⋅ Ouvre à 09:00 lun.,33.5933686,-7.4984466,https://www.google.com/maps/place/Dr+marzouki+fatima+ezzahra/data=!4m7!3m6!1s0xda7cbcb984e39a9:0xb452cc65e6ea8999!8m2!3d33.5933686!4d-7.4984466!16s%2Fg%2F11ndzkvs_q!19sChIJqTlOmMvLpw0RmYnq5mXMUrQ?authuser=0&hl=fr&rclk=1,psychiatre,0,francais,2025-07-06T15:00:40.941704,{},[],[]
Cabinet du psychologue et psychothérapeute OUSSAMA LAHLOU L'éveil psychologique,,,Psychologue,Aoulouz,"2ème étage appartement 2, Diyar El Menzeh Gh25, Casablanca 20190",,+212660-553455,https://www.google.com/url?q=http://www.lahloupsychologue.e-monsite.com/&opi=79508299&sa=U&ved=0ahUKEwj2g-zIsqiOAxWmgP0HHTX1CDQQ61gIFCgQ&usg=AOvVaw3xJvSTkbWiHgyPCpzE5MIY,"4,7",63,Fermé ⋅ Ouvre à 10:00 lun.,33.5323849,-7.6792991,https://www.google.com/maps/place/Cabinet+du+psychologue+et+psychoth%C3%A9rapeute+OUSSAMA+LAHLOU+L%27%C3%A9veil+psychologique/data=!4m7!3m6!1s0xda62c9561939425:0xc31d6d79e626947!8m2!3d33.5323849!4d-7.6792991!16s%2Fg%2F11clyfkj60!19sChIJJZSTYZUspg0RR2lintfWMQw?authuser=0&hl=fr&rclk=1,psychologue,0,francais,2025-07-06T15:01:32.030463,{},[],[]
مستشفى اولوز Hôpital Aoulouz,مستشفى اولوز,,Hôpital,Aoulouz,"MR75+MHG, Aoulouz",,,,"3,0",3,,30.6641833,-8.1910571,https://www.google.com/maps/place/%D9%85%D8%B3%D8%AA%D8%B4%D9%81%D9%89+%D8%A7%D9%88%D9%84%D9%88%D8%B2+H%C3%B4pital+Aoulouz%E2%80%AD/data=!4m7!3m6!1s0xdb05f124d000001:0x4c87db4eea464f19!8m2!3d30.6641833!4d-8.1910571!16s%2Fg%2F11txmz2fxy!19sChIJAQAATRJfsA0RGU9G6k7bh0w?authuser=0&hl=fr&rclk=1,hôpital psychiatrique,0,arabe|francais,2025-07-06T15:04:22.011582,{},[],[]
المركز الصحي لأولوز,المركز الصحي لأولوز,,Centre médical,Aoulouz,"مستشفى اولوز Hôpital Aoulouz, Aoulouz",مستشفى اولوز,,,"3,0",2,,30.6641786,-8.1905447,https://www.google.com/maps/place/%D8%A7%D9%84%D9%85%D8%B1%D9%83%D8%B2+%D8%A7%D9%84%D8%B5%D8%AD%D9%8A+%D9%84%D8%A3%D9%88%D9%84%D9%88%D8%B2%E2%80%AD/data=!4m7!3m6!1s0xdb05f2ace7e0913:0x8e3fb195c22f473d!8m2!3d30.6641786!4d-8.1905447!16s%2Fg%2F11hn3tx3y2!19sChIJEwl-zipfsA0RPUcvwpWxP44?authuser=0&hl=fr&rclk=1,clinique psychiatrique,0,arabe|francais,2025-07-06T15:05:18.094345,{},[],[]
